order_line_id;order_id;order_date;customer_id;book_id
352;185;2023-10-14;350;533
353;185;2023-10-14;350;109
354;185;2023-10-14;350;502
355;186;2023-06-27;2538;254
356;186;2023-06-27;2538;64
357;186;2023-06-27;2538;88
358;187;2024-04-29;5228;390
359;187;2024-04-29;5228;395
360;188;2025-04-25;1415;401
361;189;2025-01-31;2179;321
362;189;2025-01-31;2179;309
363;189;2025-01-31;2179;107
364;190;2025-05-17;5980;105
365;190;2025-05-17;5980;396
366;191;2024-02-28;2919;351
367;191;2024-02-28;2919;459
368;192;2025-01-30;6141;471
369;193;2025-10-11;1869;4
370;193;2025-10-11;1869;102
371;193;2025-10-11;1869;159
372;194;2024-02-12;4201;444
373;194;2024-02-12;4201;637
374;194;2024-02-12;4201;180
375;194;2024-02-12;4201;503
376;194;2024-02-12;4201;507
377;195;2025-08-07;5438;496
378;196;2024-05-25;4287;503
379;196;2024-05-25;4287;33
380;196;2024-05-25;4287;510
381;197;2024-11-03;1361;530
382;197;2024-11-03;1361;391
383;198;2025-11-07;741;602
384;199;2023-02-10;1101;603
385;200;2024-01-30;1687;101
386;200;2024-01-30;1687;180
387;200;2024-01-30;1687;1
388;201;2024-03-20;3936;260
389;201;2024-03-20;3936;1
390;201;2024-03-20;3936;54
391;202;2023-10-25;2117;64
392;202;2023-10-25;2117;1
393;203;2024-07-25;1362;337
394;204;2025-04-03;5675;220
395;205;2023-02-27;1943;623
396;205;2023-02-27;1943;642
397;206;2024-08-08;2066;105
398;206;2024-08-08;2066;420
399;206;2024-08-08;2066;227
400;207;2023-08-06;3393;335
401;207;2023-08-06;3393;93
402;208;2025-06-23;6127;10
403;209;2024-12-26;3477;287
404;209;2024-12-26;3477;447
405;210;2025-08-02;67;134
406;210;2025-08-02;67;202
407;211;2024-04-05;5935;502
408;212;2023-05-21;4288;502
409;213;2025-05-13;2844;570
410;214;2024-02-27;1937;369
411;215;2023-02-01;6176;608
412;216;2024-12-22;1257;1
413;217;2023-11-30;3116;101
414;218;2024-04-16;2778;603
415;218;2024-04-16;2778;235
416;219;2024-11-06;601;632
417;219;2024-11-06;601;321
418;219;2024-11-06;601;353
419;219;2024-11-06;601;351
420;219;2024-11-06;601;342
421;220;2024-01-31;2538;71
422;220;2024-01-31;2538;1
423;221;2025-07-12;4078;2
424;221;2025-07-12;4078;401
425;222;2023-11-21;716;580
426;222;2023-11-21;716;489
427;222;2023-11-21;716;1
428;223;2023-07-02;5311;71
429;223;2023-07-02;5311;64
430;224;2024-12-07;2082;1
431;225;2025-07-22;1061;101
432;225;2025-07-22;1061;106
433;226;2024-04-19;213;422
434;227;2024-03-24;664;348
435;227;2024-03-24;664;1
436;228;2024-01-11;4056;101
437;228;2024-01-11;4056;603
438;229;2023-04-06;2951;593
439;230;2023-12-10;1846;1
440;231;2023-01-20;336;52
441;231;2023-01-20;336;423
442;232;2025-09-01;4497;532
443;233;2024-04-05;4747;371
444;233;2024-04-05;4747;502
445;234;2023-03-07;4266;639
446;235;2024-01-06;1417;119
447;236;2025-11-25;1521;501
448;237;2024-11-25;5540;477
449;238;2024-06-18;1967;384
450;238;2024-06-18;1967;1
451;238;2024-06-18;1967;286
452;238;2024-06-18;1967;626
453;238;2024-06-18;1967;353
454;238;2024-06-18;1967;310
455;239;2024-10-06;2827;328
456;240;2023-01-03;1647;518
457;240;2023-01-03;1647;507
458;241;2024-05-10;2801;223
459;241;2024-05-10;2801;469
460;242;2024-06-04;6138;321
461;243;2025-03-17;331;23
462;243;2025-03-17;331;189
463;243;2025-03-17;331;54
464;244;2023-06-08;4202;64
465;244;2023-06-08;4202;345
466;244;2023-06-08;4202;354
467;245;2024-01-21;1439;248
468;246;2025-05-27;4295;208
469;246;2025-05-27;4295;50
470;247;2024-04-12;3583;374
471;247;2024-04-12;3583;687
472;248;2024-09-28;876;339
473;248;2024-09-28;876;1
474;249;2024-12-10;5435;684
475;249;2024-12-10;5435;390
476;250;2024-03-07;5184;338
477;250;2024-03-07;5184;151
478;251;2025-04-13;6158;21
479;251;2025-04-13;6158;550
480;252;2024-05-21;3428;341
481;253;2023-05-29;2584;335
482;253;2023-05-29;2584;95
483;253;2023-05-29;2584;71
484;254;2024-09-16;1172;3
485;254;2024-09-16;1172;417
486;254;2024-09-16;1172;429
487;255;2024-06-20;4980;223
488;255;2024-06-20;4980;263
489;255;2024-06-20;4980;116
490;256;2025-11-27;4125;34
491;256;2025-11-27;4125;1
492;256;2025-11-27;4125;284
493;257;2025-09-18;2838;601
494;257;2025-09-18;2838;503
495;258;2024-05-21;3970;1
496;258;2024-05-21;3970;345
497;258;2024-05-21;3970;516
498;259;2025-07-06;4718;363
499;260;2023-10-08;5795;630
500;261;2024-03-19;1608;424
501;261;2024-03-19;1608;439
502;262;2023-12-11;1052;641
503;262;2023-12-11;1052;351
504;263;2025-03-28;4471;101
505;264;2024-02-04;1325;537
506;264;2024-02-04;1325;612
507;265;2025-10-02;2801;13
508;265;2025-10-02;2801;201
509;265;2025-10-02;2801;202
510;266;2024-08-16;2445;1
511;266;2024-08-16;2445;208
512;267;2025-03-23;1057;72
513;267;2025-03-23;1057;258
514;267;2025-03-23;1057;239
515;268;2024-09-22;3978;1
516;268;2024-09-22;3978;489
517;268;2024-09-22;3978;417
518;268;2024-09-22;3978;618
519;269;2023-02-11;5326;71
520;269;2023-02-11;5326;422
521;270;2025-09-30;2426;537
522;271;2024-08-24;897;101
523;271;2024-08-24;897;310
524;272;2024-03-08;1121;295
525;272;2024-03-08;1121;110
526;273;2023-10-18;2562;310
527;274;2024-05-15;3518;497
528;275;2024-01-17;3647;1
529;276;2023-12-02;5604;603
530;276;2023-12-02;5604;1
531;277;2025-09-30;5217;15
532;277;2025-09-30;5217;307
533;278;2023-03-18;635;329
534;279;2023-03-26;5299;94
535;280;2024-10-29;2978;221
536;281;2024-06-27;4797;346
537;282;2025-11-25;1074;1
538;283;2023-03-02;1222;235
539;283;2023-03-02;1222;52
540;284;2023-08-27;701;536
541;285;2024-09-11;5504;248
542;286;2023-07-11;3329;496
543;286;2023-07-11;3329;155
544;287;2023-04-19;1901;565
545;287;2023-04-19;1901;493
546;288;2023-01-08;1476;136
547;288;2023-01-08;1476;263
548;289;2023-04-17;1425;618
549;289;2023-04-17;1425;603
550;290;2023-03-21;631;632
551;290;2023-03-21;631;235
552;291;2023-06-11;2445;644
553;292;2023-09-24;5486;54
554;292;2023-09-24;5486;555
555;292;2023-09-24;5486;109
556;293;2023-09-01;3071;469
557;293;2023-09-01;3071;127
558;294;2023-02-09;587;600
559;294;2023-02-09;587;503
560;294;2023-02-09;587;87
561;295;2023-07-04;128;389
562;296;2025-07-08;1255;196
563;296;2025-07-08;1255;502
564;296;2025-07-08;1255;2
565;297;2024-10-02;384;310
566;298;2023-05-31;6069;101
567;298;2023-05-31;6069;93
568;298;2023-05-31;6069;334
569;299;2025-11-12;2186;606
570;300;2024-12-08;4363;1
571;300;2024-12-08;4363;455
572;301;2024-05-26;4532;502
573;301;2024-05-26;4532;528
574;301;2024-05-26;4532;309
575;302;2023-03-23;3555;71
576;302;2023-03-23;3555;263
577;303;2024-09-12;2311;208
578;303;2024-09-12;2311;227
579;303;2024-09-12;2311;390
580;304;2023-09-08;6081;526
581;304;2023-09-08;6081;553
582;304;2023-09-08;6081;519
583;304;2023-09-08;6081;288
584;305;2025-02-21;4963;101
585;306;2025-09-09;4184;9
586;306;2025-09-09;4184;7
587;307;2025-10-12;1673;4
588;308;2023-06-13;4719;132
589;309;2023-08-25;766;95
590;309;2023-08-25;766;502
591;310;2024-02-11;5348;116
592;311;2023-05-24;1852;440
593;312;2023-05-02;974;93
594;312;2023-05-02;974;235
595;313;2024-11-17;1175;101
596;314;2025-05-10;1748;101
597;315;2025-01-21;5918;352
598;316;2024-11-28;2631;86
599;316;2024-11-28;2631;621
600;317;2023-05-09;501;612
601;317;2023-05-09;501;454
602;318;2023-01-22;2969;493
603;319;2023-01-03;2068;126
604;320;2025-06-14;5093;609
605;320;2025-06-14;5093;291
606;320;2025-06-14;5093;513
607;321;2023-02-08;3853;502
608;322;2025-03-09;3280;502
609;322;2025-03-09;3280;619
610;323;2024-07-16;2383;603
611;324;2023-12-10;5609;397
612;325;2024-05-04;3386;52
613;325;2024-05-04;3386;351
614;325;2024-05-04;3386;553
615;326;2025-08-12;3353;203
616;327;2023-08-01;4515;54
617;327;2023-08-01;4515;310
618;327;2023-08-01;4515;95
619;328;2025-12-05;1232;301
620;329;2025-07-02;3797;103
621;330;2025-12-14;2842;509
622;331;2024-08-24;1268;451
623;332;2023-11-04;225;623
624;332;2023-11-04;225;517
625;333;2025-02-20;2770;287
626;334;2023-06-26;1029;99
627;334;2023-06-26;1029;88
628;334;2023-06-26;1029;94
629;335;2025-10-05;4808;602
630;336;2023-06-02;1620;335
631;337;2023-01-08;502;88
632;338;2024-08-17;5416;503
633;338;2024-08-17;5416;7
634;339;2023-10-24;896;108
635;340;2024-08-20;1039;188
636;340;2024-08-20;1039;320
637;341;2023-05-10;4189;503
638;341;2023-05-10;4189;642
639;342;2024-02-25;2663;388
640;343;2024-09-02;4050;494
641;344;2025-08-07;3771;71
642;344;2025-08-07;3771;503
643;345;2024-02-28;6004;54
644;345;2024-02-28;6004;95
645;346;2023-07-03;5900;433
646;346;2023-07-03;5900;295
647;347;2023-03-07;2073;675
648;348;2025-02-21;2091;423
649;348;2025-02-21;2091;459
650;349;2025-04-10;4186;447
651;350;2024-06-17;4303;309
652;350;2024-06-17;4303;503
653;351;2023-08-31;1071;248
654;351;2023-08-31;1071;54
655;352;2023-11-26;1019;1
656;353;2024-12-23;5872;415
657;353;2024-12-23;5872;448
658;354;2023-08-06;5787;295
659;354;2023-08-06;5787;161
660;354;2023-08-06;5787;423
661;354;2023-08-06;5787;64
662;354;2023-08-06;5787;108
663;355;2025-11-15;2855;402
664;355;2025-11-15;2855;7
665;356;2023-04-11;36;334
666;357;2025-07-06;1575;344
667;358;2025-04-24;2165;413
668;359;2025-10-31;5218;427
669;360;2024-03-23;6023;489
670;360;2024-03-23;6023;444
671;360;2024-03-23;6023;526
672;361;2024-08-10;6080;698
673;361;2024-08-10;6080;1
674;362;2023-05-13;4100;640
675;362;2023-05-13;4100;446
676;363;2025-11-26;2162;417
677;364;2024-10-15;4816;159
678;364;2024-10-15;4816;603
679;365;2025-04-26;6155;302
680;365;2025-04-26;6155;15
681;366;2025-03-03;4231;108
682;367;2024-07-26;1961;444
683;368;2023-06-21;1838;426
684;368;2023-06-21;1838;490
685;368;2023-06-21;1838;310
686;369;2024-09-10;5378;227
687;369;2024-09-10;5378;329
688;370;2025-08-14;3285;113
689;371;2023-10-03;1077;338
690;371;2023-10-03;1077;87
691;371;2023-10-03;1077;388
692;372;2023-04-21;4913;88
693;372;2023-04-21;4913;675
694;372;2023-04-21;4913;101
695;373;2023-01-29;877;426
696;373;2023-01-29;877;295
697;374;2024-11-29;1469;344
698;374;2024-11-29;1469;310
699;374;2024-11-29;1469;287
700;375;2023-08-03;3586;289
701;375;2023-08-03;3586;565
702;376;2025-02-12;6186;101
703;377;2023-11-29;1614;1
704;378;2023-11-20;4732;109
705;379;2023-05-29;2002;603
706;380;2024-06-17;619;397
707;380;2024-06-17;619;101
708;381;2023-06-26;3686;464
709;381;2023-06-26;3686;345
710;382;2025-11-04;1939;330
711;382;2025-11-04;1939;310
712;383;2023-11-19;86;599
713;383;2023-11-19;86;248
714;384;2023-10-20;1387;429
715;384;2023-10-20;1387;109
716;385;2024-02-06;5795;510
717;385;2024-02-06;5795;455
718;386;2025-08-15;3251;513
719;386;2025-08-15;3251;27
720;386;2025-08-15;3251;61
721;387;2023-06-08;1564;263
722;387;2023-06-08;1564;288
723;388;2023-06-25;5357;526
724;388;2023-06-25;5357;288
725;388;2023-06-25;5357;109
726;389;2024-09-04;6232;603
727;389;2024-09-04;6232;576
728;390;2024-10-13;5661;329
729;391;2024-03-05;3653;608
730;391;2024-03-05;3653;335
731;392;2023-08-23;1440;254
732;392;2023-08-23;1440;639
733;393;2023-05-12;4060;321
734;394;2023-04-21;4157;265
735;395;2023-08-08;5286;502
736;395;2023-08-08;5286;64
737;396;2023-05-29;576;632
738;397;2024-07-13;2969;414
739;397;2024-07-13;2969;260
740;397;2024-07-13;2969;250
741;398;2024-01-29;2273;76
742;399;2024-12-01;3647;133
743;400;2024-02-23;1246;350
744;400;2024-02-23;1246;310
745;401;2025-07-21;3500;201
746;402;2025-06-28;1332;313
747;402;2025-06-28;1332;302
748;403;2025-02-24;2613;302
749;404;2023-04-25;4762;289
750;405;2025-04-20;4706;327
751;405;2025-04-20;4706;503
752;405;2025-04-20;4706;683
753;406;2024-02-26;2667;101
754;406;2024-02-26;2667;444
755;407;2025-02-12;3452;468
756;408;2023-09-05;1882;603
757;409;2023-03-19;2680;265
758;409;2023-03-19;2680;263
759;410;2023-03-19;5836;347
760;410;2023-03-19;5836;334
761;410;2023-03-19;5836;362
762;411;2024-10-21;5725;607
763;412;2023-09-01;1253;414
764;412;2023-09-01;1253;471
765;412;2023-09-01;1253;611
766;413;2024-03-15;3255;340
767;414;2024-03-04;1148;108
768;414;2024-03-04;1148;289
769;414;2024-03-04;1148;105
770;415;2024-06-16;1227;648
771;415;2024-06-16;1227;341
772;416;2025-05-01;5314;607
773;417;2023-08-24;1179;101
774;417;2023-08-24;1179;603
775;418;2025-07-16;3038;2
776;418;2025-07-16;3038;65
777;418;2025-07-16;3038;9
778;419;2023-04-04;3131;492
779;420;2023-05-29;1647;463
780;420;2023-05-29;1647;130
781;420;2023-05-29;1647;370
782;420;2023-05-29;1647;101
783;421;2024-02-02;3155;1
784;422;2025-02-02;1542;265
785;423;2025-08-15;4302;36
786;424;2025-01-11;6037;94
787;424;2025-01-11;6037;208
788;424;2025-01-11;6037;371
789;425;2023-12-01;2967;329
790;425;2023-12-01;2967;1
791;426;2023-12-09;130;248
792;426;2023-12-09;130;448
793;426;2023-12-09;130;235
794;427;2023-10-27;1223;248
795;427;2023-10-27;1223;101
796;427;2023-10-27;1223;105
797;428;2025-03-26;1585;475
798;428;2025-03-26;1585;302
799;428;2025-03-26;1585;371
800;429;2024-08-14;4579;223
801;430;2024-01-10;2826;576
802;430;2024-01-10;2826;254
803;431;2024-09-30;4122;221
804;432;2025-06-07;3547;562
805;432;2025-06-07;3547;205
806;433;2023-02-10;3359;87
807;434;2025-02-15;1428;397
808;434;2025-02-15;1428;56
809;435;2025-03-31;3517;488
810;435;2025-03-31;3517;103
811;435;2025-03-31;3517;265
812;436;2023-02-24;4955;265
813;436;2023-02-24;4955;677
814;436;2023-02-24;4955;433
815;437;2025-03-12;5342;1
816;437;2025-03-12;5342;523
817;438;2023-06-13;5751;522
818;438;2023-06-13;5751;592
819;439;2025-10-21;5178;606
820;439;2025-10-21;5178;401
821;439;2025-10-21;5178;613
822;440;2024-07-21;5750;208
823;440;2024-07-21;5750;3
824;440;2024-07-21;5750;1
825;441;2023-10-13;5494;341
826;441;2023-10-13;5494;1
827;442;2025-10-30;1332;102
828;442;2025-10-30;1332;258
829;442;2025-10-30;1332;188
830;443;2024-06-05;1682;208
831;444;2025-02-06;3122;24
832;445;2024-11-25;5456;230
833;445;2024-11-25;5456;119
834;446;2023-04-15;3798;149
835;446;2023-04-15;3798;52
836;446;2023-04-15;3798;265
837;447;2025-07-19;177;6
838;448;2023-12-14;3118;320
839;448;2023-12-14;3118;141
840;449;2025-04-29;3261;67
841;450;2025-09-22;191;205
842;450;2025-09-22;191;645
843;450;2025-09-22;191;220
844;451;2025-09-08;4979;302
845;452;2023-12-04;5317;422
846;452;2023-12-04;5317;248
847;453;2025-01-01;1610;337
848;453;2025-01-01;1610;3
849;454;2023-08-17;2709;648
850;454;2023-08-17;2709;389
851;455;2025-04-09;466;302
852;455;2025-04-09;466;347
853;455;2025-04-09;466;101
854;455;2025-04-09;466;503
855;456;2023-12-06;2602;453
856;456;2023-12-06;2602;603
857;457;2025-09-06;3874;403
858;458;2023-11-24;2373;537
859;458;2023-11-24;2373;109
860;459;2025-03-11;2333;573
861;459;2025-03-11;2333;279
862;460;2023-09-20;2284;359
863;461;2024-11-19;5328;607
864;461;2024-11-19;5328;101
865;461;2024-11-19;5328;233
866;462;2024-02-20;1872;248
867;462;2024-02-20;1872;552
868;462;2024-02-20;1872;502
869;462;2024-02-20;1872;105
870;462;2024-02-20;1872;381
871;462;2024-02-20;1872;144
872;463;2024-05-23;1776;502
873;463;2024-05-23;1776;109
874;463;2024-05-23;1776;283
875;464;2025-09-27;2172;303
876;465;2025-08-22;6080;601
877;465;2025-08-22;6080;502
878;465;2025-08-22;6080;118
879;465;2025-08-22;6080;107
